Số Báo Danh, Họ và Tên, Toán, Ngữ Văn, Vật Lý, Hóa Học, Sinh Học, Lịch Sử, Địa Lý, GDCD, KHTN, KHXH, Ngoại Ngữ, Ghi Chú, Tỉnh
BD1204461,,7.4,6.0,5.5,8.25,5.75,,,,,,3.8,N1,BinhDinh
BD1204462,,8.0,7.0,6.75,4.25,5.5,,,,,,6.6,N1,BinhDinh
BD1204463,,8.0,5.75,6.5,5.25,6.5,,,,,,5.4,N1,BinhDinh
BD1204464,,4.8,6.5,,,,5.0,6.25,8.0,,,2.6,N1,BinhDinh
BD1204465,,5.0,6.75,,,,3.25,7.0,7.25,,,6.4,N1,BinhDinh
BD1204466,,6.4,5.75,5.5,4.5,4.0,,,,,,4.6,N1,BinhDinh
BD1204467,,6.2,5.0,3.25,2.0,5.0,3.25,7.0,7.0,,,3.6,N1,BinhDinh
BD1204468,,7.8,5.5,6.0,7.0,7.75,,,,,,5.4,N1,BinhDinh
BD1204469,,3.0,5.0,,,,4.5,4.25,7.5,,,2.2,N1,BinhDinh
BD1204470,,5.0,6.75,,,,5.0,6.5,8.5,,,3.8,N1,BinhDinh
BD1204471,,4.0,3.75,3.75,1.25,1.75,3.0,3.75,5.5,,,2.6,N1,BinhDinh
BD1204472,,5.0,6.0,5.75,5.5,3.25,,,,,,5.4,N1,BinhDinh
BD1204473,,6.4,6.0,4.5,5.0,3.5,3.25,5.25,6.0,,,3.8,N1,BinhDinh
BD1204474,,5.8,5.75,,,,3.75,6.25,8.0,,,4.6,N1,BinhDinh
BD1204475,,7.0,4.25,7.0,6.5,5.0,,,,,,5.6,N1,BinhDinh
BD1204476,,5.4,5.0,3.25,3.5,3.75,2.75,5.0,6.25,,,3.2,N1,BinhDinh
BD1204477,,4.2,5.5,,,,2.5,4.0,5.0,,,3.0,N1,BinhDinh
BD1204478,,5.2,4.5,,,,2.75,4.25,4.75,,,3.8,N1,BinhDinh
BD1204479,,8.2,5.5,8.75,6.75,4.5,,,,,,4.0,N1,BinhDinh
BD1204480,,7.0,6.25,5.5,6.25,4.0,,,,,,5.4,N1,BinhDinh
BD1204481,,5.8,5.0,5.25,4.5,4.25,,,,,,4.4,N1,BinhDinh
BD1204482,,5.6,4.75,,,,3.5,6.25,7.0,,,2.6,N1,BinhDinh
BD1204483,,4.8,4.25,,,,3.25,5.5,8.5,,,3.8,N1,BinhDinh
BD1204484,,2.4,3.5,2.75,2.25,4.5,2.75,5.5,4.25,,,1.8,N1,BinhDinh
BD1204485,,8.4,6.25,7.25,3.5,5.25,,,,,,9.6,N1,BinhDinh
BD1204486,,8.0,4.5,7.25,5.75,5.75,,,,,,4.4,N1,BinhDinh
BD1204487,,8.2,6.5,3.25,7.5,7.0,,,,,,4.2,N1,BinhDinh
BD1204488,,7.0,6.5,6.25,4.75,5.75,,,,,,4.0,N1,BinhDinh
BD1204489,,4.4,6.25,,,,5.25,6.5,6.5,,,5.6,N1,BinhDinh
BD1204490,,6.4,6.25,,,,5.5,6.75,7.0,,,3.8,N1,BinhDinh
BD1204491,,6.8,6.0,6.5,4.0,4.75,3.25,6.0,8.0,,,4.8,N1,BinhDinh
BD1204492,,5.2,5.5,4.75,3.25,5.0,,,,,,2.8,N1,BinhDinh
BD1204493,,7.8,6.5,,,,5.75,7.0,9.0,,,7.8,N1,BinhDinh
BD1204494,,3.8,4.75,4.25,3.25,3.75,3.5,6.25,5.75,,,3.6,N1,BinhDinh
BD1204495,,7.2,5.0,6.5,6.5,4.0,,,,,,2.8,N1,BinhDinh
BD1204496,,5.2,5.0,,,,3.5,5.25,8.25,,,2.2,N1,BinhDinh
BD1204497,,6.2,5.5,,,,4.5,5.75,8.25,,,3.6,N1,BinhDinh
BD1204498,,7.8,5.5,6.5,5.5,4.25,,,,,,8.2,N1,BinhDinh
BD1204499,,5.2,3.75,,,,4.25,5.0,7.75,,,2.6,N1,BinhDinh
BD1204500,,3.2,5.5,,,,4.5,6.25,7.5,,,3.0,N1,BinhDinh
BD1204501,,5.0,5.25,,,,6.0,5.75,7.0,,,2.2,N1,BinhDinh
BD1204502,,5.6,5.25,,,,2.5,5.75,9.0,,,3.0,N1,BinhDinh
BD1204503,,3.8,,,3.25,3.5,,,,,,,,BinhDinh
BD1204504,,4.2,3.75,,,,4.0,6.75,5.75,,,1.6,N1,BinhDinh
BD1204505,,7.8,6.0,,,,4.25,6.5,8.25,,,7.0,N1,BinhDinh
BD1204506,,4.6,5.75,,,,3.25,7.0,7.5,,,3.6,N1,BinhDinh
BD1204507,,3.2,4.0,,,,2.75,6.0,5.5,,,2.0,N1,BinhDinh
BD1204508,,6.2,5.75,2.5,4.0,4.5,6.75,7.25,9.75,,,4.8,N1,BinhDinh
BD1204509,,6.0,5.5,5.25,4.25,4.5,,,,,,3.6,N1,BinhDinh
BD1204510,,6.0,6.75,3.75,3.25,3.5,3.0,6.25,8.75,,,3.4,N1,BinhDinh
BD1204511,,8.0,6.25,5.75,6.0,4.25,,,,,,4.4,N1,BinhDinh
BD1204512,,5.2,5.0,,,,6.25,,,,,,,BinhDinh
BD1204513,,6.2,5.5,,,,4.25,5.25,7.75,,,3.0,N1,BinhDinh
BD1204514,,7.6,6.5,5.5,7.0,7.0,,,,,,5.2,N1,BinhDinh
BD1204515,,7.8,7.25,6.5,7.0,4.75,,,,,,7.4,N1,BinhDinh
BD1204516,,6.2,6.25,6.25,6.5,5.5,,,,,,5.0,N1,BinhDinh
BD1204517,,3.2,2.5,1.75,3.75,2.75,2.25,4.75,3.5,,,2.4,N1,BinhDinh
BD1204518,,6.6,6.25,4.5,6.75,6.75,,,,,,6.8,N1,BinhDinh
BD1204519,,3.8,5.75,,,,3.5,5.75,7.75,,,3.8,N1,BinhDinh
BD1204520,,3.0,4.0,,,,2.25,4.75,6.5,,,3.4,N1,BinhDinh
BD1204521,,4.2,4.25,,,,2.25,5.0,6.0,,,3.0,N1,BinhDinh
BD1204522,,4.4,5.0,3.5,4.0,2.75,2.0,7.25,7.0,,,4.4,N1,BinhDinh
BD1204523,,5.0,4.25,,,,4.75,5.25,7.5,,,4.2,N1,BinhDinh
BD1204524,,7.4,5.25,7.25,4.75,4.25,,,,,,5.4,N1,BinhDinh
BD1204525,,7.2,6.0,4.75,5.0,6.25,,,,,,6.0,N1,BinhDinh
BD1204526,,5.4,6.25,4.75,5.0,5.0,,,,,,5.2,N1,BinhDinh
BD1204527,,7.0,5.0,6.5,5.25,5.0,,,,,,3.8,N1,BinhDinh
BD1204528,,2.0,6.0,,,,3.75,5.25,6.5,,,3.6,N1,BinhDinh
BD1204529,,7.0,4.25,3.75,5.75,4.25,6.5,7.75,9.0,,,4.0,N1,BinhDinh
BD1204530,,2.6,3.5,,,,2.5,4.25,4.25,,,2.8,N1,BinhDinh
BD1204531,,1.6,4.0,,,,2.5,4.25,5.5,,,2.2,N1,BinhDinh
BD1204532,,2.6,,3.5,1.5,,,,,,,,,BinhDinh
BD1204533,,6.4,6.5,,,,4.5,6.25,7.5,,,3.0,N1,BinhDinh
BD1204534,,7.6,7.75,,,,9.5,9.0,9.75,,,7.2,N1,BinhDinh
BD1204535,,4.6,4.5,,,,5.75,5.5,8.5,,,3.8,N1,BinhDinh
BD1204536,,6.4,5.5,4.5,6.75,3.75,,,,,,3.2,N1,BinhDinh
BD1204537,,5.8,4.5,,,,4.0,5.75,6.5,,,3.0,N1,BinhDinh
BD1204538,,7.4,6.0,5.75,6.0,5.25,,,,,,4.2,N1,BinhDinh
BD1204539,,7.0,5.5,,,,4.25,7.0,8.75,,,4.2,N1,BinhDinh
BD1204540,,5.0,3.5,,,,5.0,6.0,8.25,,,3.8,N1,BinhDinh
BD1204541,,7.2,4.5,6.25,6.0,4.25,,,,,,4.6,N1,BinhDinh
BD1204542,,2.0,5.5,,,,4.75,5.75,7.5,,,2.8,N1,BinhDinh
BD1204543,,3.4,6.0,4.25,3.25,4.0,5.0,5.75,6.5,,,3.0,N1,BinhDinh
BD1204544,,6.4,5.0,6.25,4.25,4.0,,,,,,5.4,N1,BinhDinh
BD1204545,,3.2,5.5,,,,3.5,6.0,8.5,,,5.6,N1,BinhDinh
BD1204546,,6.6,2.5,5.75,6.5,3.75,4.5,4.75,6.5,,,4.6,N1,BinhDinh
BD1204547,,7.2,6.5,6.25,4.0,4.5,,,,,,4.4,N1,BinhDinh
BD1204548,,6.6,5.25,4.75,5.75,5.75,,,,,,7.8,N1,BinhDinh
BD1204549,,6.8,6.0,5.0,4.5,3.75,4.0,6.75,8.5,,,3.4,N1,BinhDinh
BD1204550,,3.2,4.25,,,,2.75,6.25,5.75,,,3.6,N1,BinhDinh
BD1204551,,6.2,5.25,6.25,5.0,5.75,,,,,,3.8,N1,BinhDinh
BD1204552,,4.6,5.75,3.75,3.75,4.0,,,,,,3.6,N1,BinhDinh
BD1204553,,5.2,5.5,2.5,2.0,3.75,4.25,7.0,8.75,,,3.8,N1,BinhDinh
BD1204554,,6.2,5.5,3.0,2.75,3.5,3.5,7.0,9.0,,,3.2,N1,BinhDinh
BD1204555,,2.4,4.75,3.0,4.0,2.75,2.0,5.75,7.25,,,2.6,N1,BinhDinh
BD1204556,,6.2,5.0,,,,4.5,5.5,8.0,,,4.0,N1,BinhDinh
BD1204557,,8.0,5.75,6.0,4.25,4.0,,,,,,3.8,N1,BinhDinh
BD1204558,,5.6,4.75,,,,5.25,6.25,8.75,,,3.8,N1,BinhDinh
BD1204559,,7.4,5.5,5.5,5.25,5.75,,,,,,6.4,N1,BinhDinh
BD1204560,,4.0,6.0,,,,2.75,6.0,7.75,,,2.0,N1,BinhDinh
BD1204561,,6.0,5.5,4.5,4.75,3.75,2.5,5.0,6.25,,,2.8,N1,BinhDinh
BD1204562,,7.8,6.75,8.25,4.0,4.75,,,,,,5.2,N1,BinhDinh
BD1204563,,7.2,6.25,6.5,7.0,5.75,,,,,,5.8,N1,BinhDinh
BD1204564,,5.4,4.75,,,,5.0,6.25,7.75,,,3.4,N1,BinhDinh
BD1204565,,7.2,7.0,5.75,5.25,5.5,,,,,,6.2,N1,BinhDinh
BD1204566,,7.2,5.25,,,,8.25,8.25,9.0,,,5.8,N1,BinhDinh
BD1204567,,6.8,5.5,5.25,4.0,3.5,,,,,,5.8,N1,BinhDinh
BD1204568,,5.2,5.75,,,,4.5,5.75,7.75,,,3.6,N1,BinhDinh
BD1204569,,6.8,4.0,4.0,3.75,2.0,,,,,,6.0,N1,BinhDinh
BD1204570,,5.8,6.25,4.5,6.25,5.25,,,,,,2.8,N1,BinhDinh
BD1204571,,7.0,5.75,3.75,4.75,4.75,,,,,,6.0,N1,BinhDinh
BD1204572,,7.0,4.0,4.25,5.5,6.5,,,,,,5.2,N1,BinhDinh
BD1204573,,3.2,5.5,,,,3.25,5.75,9.25,,,2.4,N1,BinhDinh
BD1204574,,7.4,6.0,7.25,3.0,3.75,,,,,,6.4,N1,BinhDinh
BD1204575,,3.0,5.0,,,,3.75,4.5,7.0,,,2.6,N1,BinhDinh
BD1204576,,6.4,6.25,5.25,6.0,4.0,,,,,,3.2,N1,BinhDinh
BD1204577,,4.8,2.75,,,,2.5,3.75,6.5,,,1.8,N1,BinhDinh
BD1204578,,6.0,6.0,,,,4.0,6.25,8.5,,,4.2,N1,BinhDinh
BD1204579,,6.2,5.25,5.5,5.75,3.0,,,,,,3.2,N1,BinhDinh
BD1204580,,7.0,5.75,4.5,7.5,6.5,,,,,,3.0,N1,BinhDinh
BD1204581,,6.0,6.0,,,,4.5,5.75,8.25,,,6.0,N1,BinhDinh
BD1204582,,8.0,5.5,6.0,8.25,3.25,,,,,,6.8,N1,BinhDinh
BD1204583,,6.0,4.5,2.75,2.75,2.25,5.75,5.75,8.75,,,3.6,N1,BinhDinh
BD1204584,,7.0,5.75,,,,5.5,6.0,9.0,,,5.0,N1,BinhDinh
BD1204585,,8.0,5.0,6.25,7.25,5.0,,,,,,7.2,N1,BinhDinh
BD1204586,,4.8,4.25,4.0,2.5,3.5,2.75,4.5,7.0,,,4.4,N1,BinhDinh
BD1204587,,6.0,,5.75,5.0,2.75,,,,,,,,BinhDinh
BD1204588,,6.0,3.75,5.75,4.75,2.75,,,,,,1.8,N1,BinhDinh
BD1204589,,7.2,4.25,5.75,2.5,3.75,3.5,5.75,8.5,,,3.6,N1,BinhDinh
BD1204590,,6.8,5.5,5.5,6.25,6.25,,,,,,4.2,N1,BinhDinh
BD1204591,,6.8,6.0,,,,6.0,7.75,8.25,,,4.8,N1,BinhDinh
BD1204592,,6.8,6.0,,,,8.25,7.25,9.0,,,5.6,N1,BinhDinh
BD1204593,,4.2,6.25,,,,5.5,6.75,8.5,,,5.2,N1,BinhDinh
BD1204594,,7.4,3.75,6.25,6.25,4.25,,,,,,6.2,N1,BinhDinh
BD1204595,,6.4,6.5,,,,4.0,6.5,8.5,,,6.8,N1,BinhDinh
BD1204596,,8.4,4.75,7.5,6.25,3.75,,,,,,3.8,N1,BinhDinh
BD1204597,,6.4,6.0,4.5,3.75,4.5,3.0,5.25,6.75,,,2.4,N1,BinhDinh
BD1204598,,5.0,4.0,,,,4.25,6.5,6.0,,,4.4,N1,BinhDinh
BD1204599,,8.0,6.25,6.5,2.75,4.0,,,,,,4.0,N1,BinhDinh
BD1204600,,5.2,4.25,1.5,2.0,2.75,3.25,6.25,7.5,,,2.6,N1,BinhDinh
BD1204601,,6.0,5.5,6.5,6.25,4.0,,,,,,5.8,N1,BinhDinh
BD1204602,,2.8,3.0,,,,3.0,5.25,,,,,,BinhDinh
BD1204603,,6.2,4.5,,,,4.75,5.0,8.0,,,3.4,N1,BinhDinh
BD1204604,,6.4,6.25,3.5,3.75,4.75,4.75,7.0,9.5,,,3.0,N1,BinhDinh
BD1204605,,6.2,7.0,,,,4.25,6.5,8.25,,,6.8,N1,BinhDinh
BD1204606,,3.0,3.25,,,,2.75,5.5,6.25,,,4.2,N1,BinhDinh
BD1204607,,6.4,6.5,6.5,3.75,4.5,,,,,,8.4,N1,BinhDinh
BD1204608,,6.4,7.25,,,,4.0,7.25,7.75,,,5.0,N1,BinhDinh
BD1204609,,5.6,7.5,4.5,3.25,4.75,,,,,,4.6,N1,BinhDinh
BD1204610,,4.4,4.5,,,,4.25,7.0,7.75,,,4.6,N1,BinhDinh
BD1204611,,4.8,5.0,,,,3.25,6.5,8.0,,,3.4,N1,BinhDinh
BD1204612,,7.2,5.5,5.75,5.75,4.0,,,,,,6.8,N1,BinhDinh
BD1204613,,3.6,5.0,3.75,3.25,3.75,3.5,6.25,8.5,,,5.6,N1,BinhDinh
BD1204614,,6.2,6.25,3.5,3.25,3.0,4.25,5.0,8.25,,,5.0,N1,BinhDinh
BD1204615,,3.8,5.0,,,,3.75,6.5,7.5,,,2.8,N1,BinhDinh
BD1204616,,5.2,4.75,4.75,4.5,4.0,,,,,,3.8,N1,BinhDinh
BD1204617,,,2.5,,,,,,,,,,,BinhDinh
BD1204618,,5.8,7.5,,,,4.0,7.25,9.0,,,5.4,N1,BinhDinh
BD1204619,,4.0,5.0,,,,7.0,6.5,6.75,,,4.0,N1,BinhDinh
BD1204620,,6.0,5.0,,,,6.0,6.5,7.0,,,4.8,N1,BinhDinh
BD1204621,,3.0,4.0,,,,5.25,5.75,8.75,,,3.0,N1,BinhDinh
BD1204622,,6.8,4.75,5.25,4.5,4.75,,,,,,5.6,N1,BinhDinh
BD1204623,,4.6,3.25,,,,3.75,5.25,8.5,,,2.8,N1,BinhDinh
BD1204624,,5.4,5.0,2.25,1.75,2.5,3.25,4.75,6.75,,,2.0,N1,BinhDinh
BD1204625,,7.6,5.75,6.0,4.5,5.0,,,,,,4.2,N1,BinhDinh
BD1204626,,6.8,5.5,5.5,3.25,4.5,3.75,6.5,6.25,,,3.4,N1,BinhDinh
BD1204627,,5.0,5.0,,,,3.75,6.5,9.25,,,3.8,N1,BinhDinh
BD1204628,,7.8,4.75,4.25,7.0,6.0,,,,,,4.0,N1,BinhDinh
BD1204629,,7.6,5.75,,,,6.0,7.25,8.25,,,3.6,N1,BinhDinh
BD1204630,,4.0,6.0,,,,5.0,8.25,8.0,,,3.4,N1,BinhDinh
BD1204631,,3.0,4.75,,,,3.25,6.0,6.75,,,3.4,N1,BinhDinh
BD1204632,,6.4,7.0,,,,4.25,6.0,7.0,,,4.2,N1,BinhDinh
BD1204633,,4.2,4.5,,,,2.75,5.0,6.75,,,2.8,N1,BinhDinh
BD1204634,,4.6,5.5,,,,4.75,5.0,5.5,,,3.2,N1,BinhDinh
BD1204635,,3.6,3.0,2.25,2.0,2.5,3.25,6.0,4.25,,,3.0,N1,BinhDinh
BD1204636,,5.2,5.5,2.25,4.0,4.0,,,,,,2.8,N1,BinhDinh
BD1204637,,4.2,5.25,,,,3.75,4.0,7.5,,,2.8,N1,BinhDinh
BD1204638,,7.8,7.75,6.5,6.5,6.25,,,,,,6.2,N1,BinhDinh
BD1204639,,3.4,3.75,,,,3.75,4.0,6.25,,,3.2,N1,BinhDinh
BD1204640,,2.0,4.5,,,,2.5,4.0,6.75,,,4.0,N1,BinhDinh
BD1204641,,8.0,5.0,7.5,6.5,3.75,,,,,,2.2,N1,BinhDinh
BD1204642,,5.6,5.75,,,,4.75,6.5,7.75,,,2.8,N1,BinhDinh
BD1204643,,6.2,6.75,,,,3.0,6.25,7.5,,,4.4,N1,BinhDinh
BD1204644,,8.2,5.5,6.75,5.0,5.0,,,,,,5.0,N1,BinhDinh
BD1204645,,6.0,6.5,,,,4.25,6.75,8.0,,,3.6,N1,BinhDinh
BD1204646,,5.0,3.75,6.75,3.25,3.5,,,,,,2.8,N1,BinhDinh
BD1204647,,3.4,6.0,,,,3.25,4.0,6.5,,,5.6,N1,BinhDinh
BD1204648,,5.8,4.5,,,,3.75,5.75,8.25,,,3.0,N1,BinhDinh
BD1204649,,6.0,4.5,5.5,4.5,2.5,3.0,6.5,6.5,,,2.0,N1,BinhDinh
BD1204650,,4.2,6.25,,,,4.75,7.0,8.0,,,3.8,N1,BinhDinh
BD1204651,,6.6,7.5,,,,4.25,5.5,6.25,,,3.4,N1,BinhDinh
BD1204652,,6.4,7.0,,,,2.5,5.5,8.5,,,4.4,N1,BinhDinh
BD1204653,,8.4,6.0,5.25,7.0,7.75,,,,,,5.2,N1,BinhDinh
BD1204654,,7.6,8.0,,,,5.0,5.5,7.0,,,9.0,N1,BinhDinh
BD1204655,,6.2,5.5,4.5,6.0,5.25,,,,,,3.4,N1,BinhDinh
BD1204656,,6.4,6.5,,,,4.0,5.0,7.75,,,5.6,N1,BinhDinh
BD1204657,,6.8,4.25,,,,5.5,5.75,8.5,,,2.6,N1,BinhDinh
BD1204658,,5.2,3.5,3.25,4.5,4.0,2.75,6.0,5.75,,,3.4,N1,BinhDinh
BD1204659,,4.0,4.5,,,,3.75,6.0,7.0,,,2.6,N1,BinhDinh
BD1204660,,6.8,4.5,6.0,3.5,6.25,,,,,,3.4,N1,BinhDinh
BD1204661,,8.0,4.75,5.25,7.25,6.0,,,,,,6.4,N1,BinhDinh
BD1204662,,6.4,6.0,4.0,4.0,4.25,4.75,6.0,6.25,,,4.4,N1,BinhDinh
BD1204663,,5.6,5.0,,,,4.5,6.0,8.5,,,5.4,N1,BinhDinh
BD1204664,,7.2,7.25,,,,6.25,7.75,7.75,,,8.6,N1,BinhDinh
BD1204665,,6.2,4.75,,,,3.75,5.75,7.0,,,3.2,N1,BinhDinh
BD1204666,,6.0,4.75,5.25,6.5,6.5,,,,,,4.0,N1,BinhDinh
BD1204667,,6.0,5.75,,,,5.0,4.5,7.5,,,4.0,N1,BinhDinh
BD1204668,,2.8,0.75,,,,2.0,4.5,,,,,,BinhDinh
BD1204669,,5.0,6.25,,,,3.5,5.75,8.25,,,3.8,N1,BinhDinh
BD1204670,,6.4,5.75,,,,4.5,6.75,6.25,,,3.8,N1,BinhDinh
BD1204671,,7.0,6.0,4.75,7.25,9.75,,,,,,5.4,N1,BinhDinh
BD1204672,,2.8,2.5,,,,3.0,4.5,,,,,,BinhDinh
BD1204673,,2.4,4.5,,,,2.25,4.25,,,,,,BinhDinh
BD1204674,,4.2,5.5,,,,7.0,6.5,9.0,,,3.4,N1,BinhDinh
BD1204675,,5.6,5.0,,,,3.25,6.5,7.25,,,4.6,N1,BinhDinh
BD1204676,,6.8,5.5,5.0,5.75,5.5,,,,,,2.8,N1,BinhDinh
BD1204677,,4.4,4.75,,,,4.0,6.0,7.5,,,3.4,N1,BinhDinh
BD1204678,,8.6,6.25,7.25,7.25,5.0,,,,,,7.0,N1,BinhDinh
BD1204679,,4.6,6.0,3.25,2.25,3.5,4.5,8.0,8.75,,,4.2,N1,BinhDinh
BD1204680,,5.2,4.5,4.5,4.75,5.25,,,,,,4.0,N1,BinhDinh
BD1204681,,5.8,4.75,,,,3.0,5.0,8.5,,,4.4,N1,BinhDinh
BD1204682,,6.6,4.5,,,,6.5,7.25,8.25,,,4.6,N1,BinhDinh
BD1204683,,6.4,5.25,5.5,6.0,6.25,,,,,,3.0,N1,BinhDinh
BD1204684,,6.0,4.25,5.0,4.25,4.75,,,,,,4.6,N1,BinhDinh
BD1204685,,4.8,5.0,,,,4.75,5.0,9.0,,,3.8,N1,BinhDinh
BD1204686,,7.0,6.5,5.25,4.75,6.25,,,,,,6.4,N1,BinhDinh
BD1204687,,6.6,6.25,,,,7.5,6.0,7.5,,,3.6,N1,BinhDinh
BD1204688,,7.8,6.5,5.75,8.0,6.75,,,,,,4.4,N1,BinhDinh
BD1204689,,5.6,5.25,3.25,2.0,2.0,2.75,6.0,6.25,,,5.0,N1,BinhDinh
BD1204690,,7.0,5.0,7.25,5.5,3.5,,,,,,3.0,N1,BinhDinh
BD1204691,,8.4,7.5,,,,6.0,8.0,9.0,,,7.6,N1,BinhDinh
BD1204692,,7.4,6.0,6.75,4.5,4.5,,,,,,5.8,N1,BinhDinh
BD1204693,,7.2,5.0,6.0,5.5,4.75,,,,,,5.2,N1,BinhDinh
BD1204694,,7.2,6.25,7.5,5.0,4.5,,,,,,5.2,N1,BinhDinh
BD1204695,,7.0,4.75,4.5,5.25,2.5,,,,,,4.6,N1,BinhDinh
BD1204696,,5.8,6.75,5.25,6.0,4.5,,,,,,4.4,N1,BinhDinh
BD1204697,,5.8,6.25,,,,6.25,6.0,7.5,,,3.4,N1,BinhDinh
BD1204698,,6.4,5.5,6.25,5.75,5.5,,,,,,5.8,N1,BinhDinh
BD1204699,,7.8,5.0,6.25,6.75,4.5,,,,,,7.8,N1,BinhDinh
BD1204700,,6.6,6.5,6.0,3.25,4.25,,,,,,6.0,N1,BinhDinh
BD1204701,,3.4,4.25,,,,3.25,5.25,7.25,,,2.2,N1,BinhDinh
BD1204702,,7.4,5.25,8.25,7.25,5.25,,,,,,7.2,N1,BinhDinh
BD1204703,,3.0,3.5,,,,2.0,5.0,5.5,,,2.8,N1,BinhDinh
BD1204704,,2.4,4.75,3.0,3.75,2.25,3.5,3.25,6.0,,,2.6,N1,BinhDinh
BD1204705,,5.4,5.75,,,,4.25,6.75,9.25,,,4.8,N1,BinhDinh
BD1204706,,5.0,3.0,,,,5.0,6.0,8.75,,,3.2,N1,BinhDinh
BD1204707,,5.0,4.5,,,,4.5,4.75,8.0,,,2.4,N1,BinhDinh
BD1204708,,6.4,5.25,,,,5.5,6.5,8.25,,,2.8,N1,BinhDinh
BD1204709,,7.0,4.5,,,,3.75,7.25,7.5,,,4.2,N1,BinhDinh
BD1204710,,7.2,5.75,6.25,7.0,4.0,5.0,7.25,9.25,,,3.8,N1,BinhDinh
BD1204711,,4.2,6.5,2.5,4.0,5.25,,,,,,3.8,N1,BinhDinh
BD1204712,,4.0,6.0,,,,4.0,5.25,7.25,,,2.4,N1,BinhDinh
BD1204713,,5.6,4.75,,,,4.25,6.25,8.25,,,3.6,N1,BinhDinh
BD1204714,,6.0,5.5,6.25,5.75,4.75,,,,,,3.0,N1,BinhDinh
BD1204715,,4.0,4.75,,,,4.25,5.75,7.25,,,3.4,N1,BinhDinh
BD1204716,,7.2,7.0,5.25,4.5,5.0,4.0,7.25,7.25,,,7.0,N1,BinhDinh
BD1204717,,5.0,3.25,,,,4.0,5.5,8.75,,,3.8,N1,BinhDinh
BD1204718,,6.2,6.25,,,,4.25,6.0,5.75,,,3.6,N1,BinhDinh
BD1204719,,6.2,6.25,4.5,3.25,4.25,4.75,7.5,8.5,,,3.8,N1,BinhDinh
BD1204720,,4.8,6.75,,,,5.25,6.75,8.75,,,5.6,N1,BinhDinh
BD1204721,,2.6,4.25,,,,3.0,4.0,4.5,,,3.2,N1,BinhDinh
BD1204722,,7.8,5.75,7.25,4.5,4.75,,,,,,6.6,N1,BinhDinh
BD1204723,,4.0,3.5,2.0,2.0,3.5,3.25,6.0,8.5,,,2.2,N1,BinhDinh
BD1204724,,7.4,5.5,7.5,6.25,7.0,,,,,,6.6,N1,BinhDinh
BD1204725,,4.4,4.5,3.75,2.5,3.25,3.5,6.25,6.75,,,3.4,N1,BinhDinh
BD1204726,,3.2,5.0,,,,4.75,6.5,7.0,,,3.6,N1,BinhDinh
BD1204727,,7.2,6.5,4.75,7.5,7.25,,,,,,5.0,N1,BinhDinh
BD1204728,,6.6,5.5,7.25,4.5,4.75,,,,,,4.8,N1,BinhDinh
BD1204729,,5.8,6.0,,,,2.75,4.75,6.0,,,4.8,N1,BinhDinh
BD1204730,,3.8,6.0,,,,7.5,7.0,8.25,,,7.2,N1,BinhDinh
BD1204731,,7.4,6.0,4.5,7.25,5.5,,,,,,4.8,N1,BinhDinh
BD1204732,,4.4,5.0,2.75,2.5,2.5,4.0,5.5,5.25,,,3.8,N1,BinhDinh
BD1204733,,3.2,2.5,2.25,3.5,4.0,2.5,3.25,3.75,,,1.8,N1,BinhDinh
BD1204734,,5.2,5.5,,,,2.5,6.0,7.75,,,4.2,N1,BinhDinh
BD1204735,,2.8,4.75,,,,5.0,,,,,,,BinhDinh
BD1204736,,6.6,5.0,6.0,6.25,4.25,5.0,6.75,6.5,,,2.2,N1,BinhDinh
BD1204737,,2.0,1.5,,,,2.75,4.25,,,,,,BinhDinh
BD1204738,,5.0,6.5,,,,5.25,7.5,7.25,,,4.6,N1,BinhDinh
BD1204739,,6.8,4.0,5.5,3.25,3.25,4.5,6.5,8.0,,,8.0,N1,BinhDinh
BD1204740,,5.0,3.75,,,,3.0,4.75,5.75,,,3.8,N1,BinhDinh
BD1204741,,5.2,4.25,,,,4.5,5.0,5.0,,,3.6,N1,BinhDinh
BD1204742,,5.0,6.0,,,,5.5,6.25,7.75,,,4.2,N1,BinhDinh
BD1204743,,7.2,6.0,5.5,3.75,5.75,,,,,,7.6,N1,BinhDinh
BD1204744,,8.8,5.0,7.0,6.0,6.0,,,,,,7.4,N1,BinhDinh
BD1204745,,7.6,6.5,6.25,5.25,5.25,,,,,,6.8,N1,BinhDinh
BD1204746,,5.2,6.25,,,,6.5,8.0,8.25,,,4.4,N1,BinhDinh
BD1204747,,7.8,4.25,,,,6.0,6.0,9.0,,,3.8,N1,BinhDinh
BD1204748,,5.2,4.75,,,,3.0,6.25,7.0,,,4.6,N1,BinhDinh
BD1204749,,5.8,5.25,,,,6.25,7.0,9.0,,,2.6,N1,BinhDinh
BD1204750,,6.2,5.75,,,,5.0,7.0,6.75,,,5.2,N1,BinhDinh
BD1204751,,6.0,5.75,,,,2.5,6.0,8.75,,,5.6,N1,BinhDinh
BD1204752,,6.6,6.0,4.75,2.75,4.0,3.75,5.25,8.0,,,4.4,N1,BinhDinh
BD1204753,,3.2,5.75,,,,3.0,6.75,7.0,,,1.8,N1,BinhDinh
BD1204754,,6.2,5.0,5.75,2.25,3.75,,,,,,3.6,N1,BinhDinh
BD1204755,,2.2,3.75,2.5,2.25,2.25,3.25,3.5,4.25,,,2.2,N1,BinhDinh
